,ISSN,Issn,Title,CiteScore,SNIP,SJR,H index,IF,"Eigen Factor
Score",Scopus_Quartile,SJR Quartile,HJRS Category,JPI,Medallion,HEC Recognized?,Scopus_Subject_Category,SCimago_Categories,SCimago_Areas,WoS_Category,HJRS_Subject_Category,ESA_Index,ESA_Index_Imputed,ESA_Quartile,ESA_Quartile_Imputed,ranked_ESA_Index,ranked_ESA_Index_Imputed
2,,"19358245, 19358237",foundations and trends in machine learning,56.9,21.17,13.206,36.0,0.0,0.0,PQ1,JQ1,X,43.0,Clay,Yes,Human-Computer Interaction,Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1),Computer Science,,Human-Computer Interaction,5.208333333333334,5.9,ESA_Q1,ESAImp_Q1,3.0,1.0
3,2522-5839,25225839,nature machine intelligence,16.3,7.897,4.602,47.0,25.898,0.01094,PQ1,JQ1,W,88.0,Gold,Yes,Human-Computer Interaction,Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Software (Q1),Computer Science,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Human-Computer Interaction,4.776666666666666,3.1933333333333334,ESA_Q1,ESAImp_Q1,4.0,4.0
4,2377-3766,23773766,ieee robotics and automation letters,8.0,1.998,2.206,82.0,4.321,0.02401,PQ1,JQ1,W,85.0,Gold,Yes,Human-Computer Interaction,Artificial Intelligence (Q1); Biomedical Engineering (Q1); Computer Science Applications (Q1); Computer Vision and Pattern Recognition (Q1); Control and Optimization (Q1); Control and Systems Engineering (Q1); Human-Computer Interaction (Q1); Mechanical Engineering (Q1),Computer Science; Engineering; Mathematics,ROBOTICS,Human-Computer Interaction,3.0700000000000003,1.92,ESA_Q1,ESAImp_Q1,5.0,7.0
5,1949-3045,19493045,ieee transactions on affective computing,16.3,3.685,3.266,80.0,13.99,0.00512,PQ1,JQ1,W,91.0,Platinum,Yes,Human-Computer Interaction,Human-Computer Interaction (Q1); Software (Q1),Computer Science,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Human-Computer Interaction,2.9683333333333333,2.145,ESA_Q1,ESAImp_Q1,6.0,6.0
6,2307-387X,2307387X,transactions of the association for computational linguistics,9.0,6.432,2.372,32.0,9.194,0.00426,PQ1,JQ1,W,54.0,Honorable Mention,Yes,Human-Computer Interaction,Artificial Intelligence (Q1); Communication (Q1); Computer Science Applications (Q1); Human-Computer Interaction (Q1); Linguistics and Language (Q1),Computer Science; Social Sciences,LINGUISTICS,Human-Computer Interaction,2.236666666666667,1.66,ESA_Q1,ESAImp_Q1,7.0,10.0
7,0884-8173,"1098111X, 08848173",international journal of intelligent systems,13.6,1.787,1.693,101.0,8.993,0.00518,PQ1,JQ1,W,85.0,Gold,Yes,Human-Computer Interaction,Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1); Theoretical Computer Science (Q1),Computer Science; Mathematics,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Human-Computer Interaction,2.175,1.5683333333333331,ESA_Q1,ESAImp_Q1,8.0,12.0
8,1751-8644,"17518644, 17518652",iet control theory and applications,6.1,0.827,0.984,117.0,2.67,0.01161,PQ1,JQ2,W,68.0,Bronze,Yes,Human-Computer Interaction,Computer Science Applications (Q1); Control and Optimization (Q1); Electrical and Electronic Engineering (Q1); Control and Systems Engineering (Q2); Human-Computer Interaction (Q2),Computer Science; Engineering; Mathematics,INSTRUMENTS & INSTRUMENTATION,Human-Computer Interaction,1.81,1.2283333333333333,ESA_Q1,ESAImp_Q1,9.0,18.0
9,,"21682216, 21682232","ieee transactions on systems, man, and cybernetics: systems",18.2,2.906,3.448,159.0,0.0,0.0,PQ1,JQ1,W,94.0,Platinum,Yes,Human-Computer Interaction,Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Software (Q1),Computer Science; Engineering,,Human-Computer Interaction,1.7266666666666666,2.418333333333333,ESA_Q1,ESAImp_Q1,10.0,5.0
10,1556-1607,"15561607, 15561615",international journal of computer-supported collaborative learning,9.5,2.813,2.688,62.0,5.611,0.00132,PQ1,JQ1,W,79.0,Silver,Yes,Human-Computer Interaction,Education (Q1); Human-Computer Interaction (Q1),Computer Science; Social Sciences,EDUCATION & EDUCATIONAL RESEARCH,Human-Computer Interaction,1.6216666666666668,1.32,ESA_Q1,ESAImp_Q1,11.0,15.0
11,1546-2234,"15465012, 15462234",journal of organizational and end user computing,9.2,4.707,1.209,43.0,7.4,0.00053,PQ1,JQ1,W,61.0,Bronze,Yes,Human-Computer Interaction,Computer Science Applications (Q1); Human-Computer Interaction (Q1); Strategy and Management (Q1),"Business, Management and Accounting; Computer Science","COMPUTER SCIENCE, INFORMATION SYSTEMS",Human-Computer Interaction,1.5466666666666669,1.2,ESA_Q1,ESAImp_Q1,12.0,19.0
12,1044-7318,"15327590, 10447318",international journal of human-computer interaction,7.3,1.926,0.963,83.0,4.92,0.0049,PQ1,JQ2,W,77.0,Silver,Yes,Human-Computer Interaction,Human Factors and Ergonomics (Q1); Computer Science Applications (Q2); Human-Computer Interaction (Q2),Computer Science; Social Sciences,ERGONOMICS,Human-Computer Interaction,1.4983333333333333,1.086666666666667,ESA_Q1,ESAImp_Q1,13.0,25.0
13,2168-2291,21682291,ieee transactions on human-machine systems,7.4,1.595,1.084,132.0,4.124,0.00338,PQ1,JQ1,W,76.0,Silver,Yes,Human-Computer Interaction,Computer Networks and Communications (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Human Factors and Ergonomics (Q1); Human-Computer Interaction (Q1); Artificial Intelligence (Q2); Signal Processing (Q2),Computer Science; Engineering; Social Sciences,"COMPUTER SCIENCE, CYBERNETICS",Human-Computer Interaction,1.4799999999999998,1.16,ESA_Q1,ESAImp_Q1,14.0,24.0
14,2468-6557,"24686557, 24682322",caai transactions on intelligence technology,10.0,2.183,1.548,26.0,7.985,0.00107,PQ1,JQ1,W,68.0,Bronze,Yes,Human-Computer Interaction,Artificial Intelligence (Q1); Computer Networks and Communications (Q1); Computer Vision and Pattern Recognition (Q1); Human-Computer Interaction (Q1); Information Systems (Q1),Computer Science,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Human-Computer Interaction,1.47,1.0733333333333337,ESA_Q1,ESAImp_Q1,15.0,27.0
15,2168-6750,21686750,ieee transactions on emerging topics in computing,8.9,1.622,1.308,56.0,6.595,0.00264,PQ1,JQ1,W,76.0,Silver,Yes,Human-Computer Interaction,Computer Science Applications (Q1); Computer Science (miscellaneous) (Q1); Human-Computer Interaction (Q1); Information Systems (Q1),Computer Science,TELECOMMUNICATIONS,Human-Computer Interaction,1.46,1.0633333333333337,ESA_Q1,ESAImp_Q1,16.0,28.0
16,0924-1868,"15731391, 09241868",user modeling and user-adapted interaction,10.4,2.941,1.53,81.0,4.23,0.00107,PQ1,JQ1,W,76.0,Silver,Yes,Human-Computer Interaction,Computer Science Applications (Q1); Education (Q1); Human-Computer Interaction (Q1),Computer Science; Social Sciences,"COMPUTER SCIENCE, CYBERNETICS",Human-Computer Interaction,1.403333333333333,1.1733333333333331,ESA_Q1,ESAImp_Q1,17.0,21.0
17,1073-0516,"10730516, 15577325",acm transactions on computer-human interaction,9.2,2.723,0.82,100.0,4.106,0.00143,PQ1,JQ2,W,71.0,Bronze,Yes,Human-Computer Interaction,Human-Computer Interaction (Q2),Computer Science,"COMPUTER SCIENCE, INFORMATION SYSTEMS",Human-Computer Interaction,1.3216666666666663,1.0833333333333333,ESA_Q1,ESAImp_Q1,18.0,26.0
18,,26666510,ai open,0.0,17.091,0.0,10.0,0.0,0.0,,-,,,,,Human-Computer Interaction,Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Human-Computer Interaction; Information Systems; Software,Computer Science,,,1.2950000000000002,1.2950000000000002,ESA_Q1,ESAImp_Q1,19.0,16.0
19,2288-5048,"22885048, 22884300",journal of computational design and engineering,8.7,2.252,1.034,38.0,6.167,0.00167,PQ1,JQ2,W,69.0,Bronze,Yes,Human-Computer Interaction,Computational Mathematics (Q1); Computational Mechanics (Q1); Computer Graphics and Computer-Aided Design (Q1); Engineering (miscellaneous) (Q1); Modeling and Simulation (Q1); Human-Computer Interaction (Q2),Computer Science; Engineering; Mathematics,"ENGINEERING, MULTIDISCIPLINARY",Human-Computer Interaction,1.295,0.9566666666666668,ESA_Q1,ESAImp_Q1,20.0,33.0
20,0737-0024,"15327051, 07370024",human-computer interaction,8.7,1.621,0.685,77.0,6.459,0.00093,PQ1,JQ2,W,65.0,Bronze,Yes,Human-Computer Interaction,Applied Psychology (Q2); Human-Computer Interaction (Q2),Computer Science; Psychology,"COMPUTER SCIENCE, THEORY & METHODS",Human-Computer Interaction,1.2866666666666668,0.965,ESA_Q1,ESAImp_Q1,21.0,30.0
21,2329-924X,2329924X,ieee transactions on computational social systems,8.6,1.45,1.368,44.0,4.747,0.00258,PQ1,JQ1,W,70.0,Bronze,Yes,Human-Computer Interaction,Human-Computer Interaction (Q1); Modeling and Simulation (Q1); Social Sciences (miscellaneous) (Q1),Computer Science; Mathematics; Social Sciences,"COMPUTER SCIENCE, CYBERNETICS",Human-Computer Interaction,1.2533333333333334,0.94,ESA_Q1,ESAImp_Q1,22.0,35.0
22,1756-8757,"17568765, 17568757",topics in cognitive science,6.7,1.645,1.252,68.0,3.265,0.00379,PQ1,JQ1,W,75.0,Bronze,Yes,Human-Computer Interaction,Artificial Intelligence (Q1); Experimental and Cognitive Psychology (Q1); Human-Computer Interaction (Q1); Linguistics and Language (Q1); Cognitive Neuroscience (Q2),Computer Science; Neuroscience; Psychology; Social Sciences,"PSYCHOLOGY, EXPERIMENTAL",Human-Computer Interaction,1.2483333333333333,0.9516666666666664,ESA_Q1,ESAImp_Q1,23.0,34.0
23,1359-4338,13594338,virtual reality,7.8,2.481,1.009,57.0,4.697,0.00191,PQ1,JQ2,W,74.0,Bronze,Yes,Human-Computer Interaction,Computer Graphics and Computer-Aided Design (Q1); Human-Computer Interaction (Q2); Software (Q2),Computer Science,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",Human-Computer Interaction,1.2433333333333334,0.9583333333333334,ESA_Q1,ESAImp_Q1,24.0,32.0
24,1875-4791,"18754805, 18754791",international journal of social robotics,6.9,2.258,1.11,68.0,3.802,0.0027,PQ1,JQ1,W,77.0,Silver,Yes,Human-Computer Interaction,Computer Science (miscellaneous) (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Human-Computer Interaction (Q1); Philosophy (Q1); Social Psychology (Q1),Arts and Humanities; Computer Science; Engineering; Psychology,ROBOTICS,Human-Computer Interaction,1.24,0.9633333333333332,ESA_Q1,ESAImp_Q1,25.0,31.0
25,0219-1377,"02191377, 02193116",knowledge and information systems,5.9,1.369,0.988,85.0,2.531,0.00439,PQ1,JQ2,W,70.0,Bronze,Yes,Human-Computer Interaction,Information Systems (Q1); Artificial Intelligence (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2); Software (Q2),Computer Science,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Human-Computer Interaction,1.2033333333333334,0.9166666666666669,ESA_Q1,ESAImp_Q1,26.0,36.0
26,,25735144,"annual review of control, robotics, and autonomous systems",22.6,5.929,0.0,31.0,0.0,0.0,PQ1,-,,,,,Human-Computer Interaction,Artificial Intelligence; Control and Systems Engineering; Engineering (miscellaneous); Human-Computer Interaction,Computer Science; Engineering,,,1.1116666666666666,1.1883333333333332,ESA_Q1,ESAImp_Q1,27.0,20.0
27,0885-2308,"08852308, 10958363",computer speech and language,6.7,1.604,0.769,78.0,3.252,0.00224,PQ1,JQ2,W,67.0,Bronze,Yes,Human-Computer Interaction,Human-Computer Interaction (Q2); Software (Q2); Theoretical Computer Science (Q2),Computer Science; Mathematics,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Human-Computer Interaction,1.085,0.8533333333333334,ESA_Q1,ESAImp_Q2,28.0,39.0
28,,"21522715, 21522723","cyberpsychology, behavior, and social networking",6.7,1.734,1.154,169.0,0.0,0.0,PQ1,JQ1,W,84.0,Gold,Yes,Human-Computer Interaction,Applied Psychology (Q1); Communication (Q1); Computer Science Applications (Q1); Human-Computer Interaction (Q1); Medicine (miscellaneous) (Q1); Social Psychology (Q1),Computer Science; Medicine; Psychology; Social Sciences,,Human-Computer Interaction,1.018333333333333,1.71,ESA_Q1,ESAImp_Q1,29.0,8.0
29,,"10959300, 10715819",international journal of human computer studies,9.2,2.313,1.094,138.0,0.0,0.0,PQ1,JQ1,W,81.0,Silver,Yes,Human-Computer Interaction,Education (Q1); Engineering (miscellaneous) (Q1); Hardware and Architecture (Q1); Human Factors and Ergonomics (Q1); Human-Computer Interaction (Q1); Software (Q1),Computer Science; Engineering; Social Sciences,,Human-Computer Interaction,1.015,1.7066666666666668,ESA_Q1,ESAImp_Q1,30.0,9.0
30,1939-1412,"23294051, 19391412",ieee transactions on haptics,5.2,1.41,1.101,60.0,3.105,0.00175,PQ2,JQ1,W,64.0,Bronze,Yes,Human-Computer Interaction,Computer Science Applications (Q1); Human-Computer Interaction (Q1),Computer Science,"COMPUTER SCIENCE, CYBERNETICS",Human-Computer Interaction,0.9816666666666668,0.7749999999999999,ESA_Q1,ESAImp_Q2,31.0,42.0
31,,25781863,human behavior and emerging technologies,5.8,7.103,1.214,26.0,0.0,0.0,PQ1,JQ1,X,37.0,Clay,Yes,Human-Computer Interaction,Human-Computer Interaction (Q1); Social Psychology (Q1); Social Sciences (miscellaneous) (Q1),Computer Science; Psychology; Social Sciences,,Human-Computer Interaction,0.9466666666666668,1.6383333333333334,ESA_Q1,ESAImp_Q1,32.0,11.0
32,1615-5289,"16155289, 16155297",universal access in the information society,6.5,1.832,0.894,49.0,2.629,0.00152,PQ1,JQ2,W,62.0,Bronze,Yes,Human-Computer Interaction,Computer Networks and Communications (Q2); Human-Computer Interaction (Q2); Information Systems (Q2); Software (Q2),Computer Science,"COMPUTER SCIENCE, CYBERNETICS",Human-Computer Interaction,0.9233333333333332,0.745,ESA_Q1,ESAImp_Q2,33.0,45.0
33,1389-5753,13895753,electronic commerce research,6.3,1.449,0.68,46.0,3.462,0.00116,PQ1,JQ2,W,55.0,Honorable Mention,Yes,Human-Computer Interaction,"Economics, Econometrics and Finance (miscellaneous) (Q1); Human-Computer Interaction (Q2)","Computer Science; Economics, Econometrics and Finance",MANAGEMENT,Human-Computer Interaction,0.8866666666666667,0.6866666666666666,ESA_Q1,ESAImp_Q2,34.0,49.0
34,1555-4120,"15554139, 15554120",games and culture,4.7,2.027,0.889,56.0,2.18,0.00162,PQ1,JQ2,W,64.0,Bronze,Yes,Human-Computer Interaction,Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Cultural Studies (Q1); Applied Psychology (Q2); Human-Computer Interaction (Q2),Arts and Humanities; Computer Science; Psychology; Social Sciences,CULTURAL STUDIES,Human-Computer Interaction,0.8833333333333333,0.7216666666666667,ESA_Q1,ESAImp_Q2,35.0,46.0
35,0169-1864,"01691864, 15685535",advanced robotics,3.5,0.998,0.736,72.0,2.057,0.00221,PQ2,JQ2,W,55.0,Honorable Mention,Yes,Human-Computer Interaction,Computer Science Applications (Q2); Control and Systems Engineering (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2); Software (Q2),Computer Science; Engineering,ROBOTICS,Human-Computer Interaction,0.835,0.6566666666666666,ESA_Q1,ESAImp_Q2,36.0,52.0
36,,15708268,web semantics,7.2,2.469,0.98,88.0,0.0,0.0,PQ1,JQ2,W,67.0,Bronze,Yes,Human-Computer Interaction,Computer Networks and Communications (Q1); Human-Computer Interaction (Q2); Software (Q2),Computer Science,,Human-Computer Interaction,0.8016666666666667,1.0483333333333336,ESA_Q1,ESAImp_Q1,37.0,29.0
37,1025-5842,"14768259, 10255842",computer methods in biomechanics and biomedical engineering,2.8,0.854,0.439,64.0,1.669,0.00345,PQ3,JQ3,X,47.0,Honorable Mention,Yes,Human-Computer Interaction,Bioengineering (Q3); Biomedical Engineering (Q3); Computer Science Applications (Q3); Human-Computer Interaction (Q3); Medicine (miscellaneous) (Q3),Chemical Engineering; Computer Science; Engineering; Medicine,"ENGINEERING, BIOMEDICAL",Human-Computer Interaction,0.7966666666666667,0.5850000000000001,ESA_Q1,ESAImp_Q2,38.0,59.0
38,2160-6455,"21606463, 21606455",acm transactions on interactive intelligent systems,6.2,1.315,0.622,42.0,1.887,0.00193,PQ2,JQ2,W,60.0,Honorable Mention,Yes,Human-Computer Interaction,Artificial Intelligence (Q2); Human-Computer Interaction (Q2),Computer Science,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Human-Computer Interaction,0.7816666666666666,0.6216666666666667,ESA_Q2,ESAImp_Q2,39.0,55.0
39,0141-9382,1419382,displays,3.9,1.249,0.393,64.0,3.074,0.00078,PQ2,JQ3,X,47.0,Honorable Mention,Yes,Human-Computer Interaction,Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q3); Human-Computer Interaction (Q3),Computer Science; Engineering,OPTICS,Human-Computer Interaction,0.7616666666666667,0.5950000000000001,ESA_Q2,ESAImp_Q2,40.0,57.0
40,,"15513963, 15513955",foundations and trends in human-computer interaction,11.5,2.34,1.299,28.0,0.0,0.0,PQ1,JQ1,X,38.0,Clay,Yes,Human-Computer Interaction,Computer Science Applications (Q1); Human-Computer Interaction (Q1),Computer Science,,Human-Computer Interaction,0.7583333333333333,1.45,ESA_Q2,ESAImp_Q1,41.5,13.5
41,,"01622439, 15528251",science technology and human values,5.9,2.026,1.2,85.0,0.0,0.0,PQ1,JQ1,W,81.0,Silver,Yes,Human-Computer Interaction,Anthropology (Q1); Economics and Econometrics (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1); Philosophy (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1),"Arts and Humanities; Computer Science; Economics, Econometrics and Finance; Engineering; Social Sciences",,Human-Computer Interaction,0.7583333333333333,1.45,ESA_Q2,ESAImp_Q1,41.5,13.5
42,0888-7985,"08887985, 15587959",journal of information systems,2.8,1.069,1.183,40.0,2.308,0.00115,PQ2,JQ1,W,61.0,Bronze,Yes,Human-Computer Interaction,Accounting (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1); Management of Technology and Innovation (Q1); Software (Q1),"Business, Management and Accounting; Computer Science; Decision Sciences","BUSINESS, FINANCE",Human-Computer Interaction,0.735,0.5866666666666667,ESA_Q2,ESAImp_Q2,43.0,58.0
43,0953-5438,"18737951, 09535438",interacting with computers,3.1,1.049,0.373,90.0,1.623,0.00065,PQ1,JQ3,X,39.0,Clay,Yes,Human-Computer Interaction,Library and Information Sciences (Q2); Human-Computer Interaction (Q3); Software (Q3),Computer Science; Social Sciences,"COMPUTER SCIENCE, CYBERNETICS",Human-Computer Interaction,0.6816666666666666,0.5833333333333333,ESA_Q2,ESAImp_Q2,44.0,60.0
44,,"13623001, 0144929X",behaviour and information technology,5.9,1.484,0.7,88.0,0.0,0.0,PQ1,JQ2,W,65.0,Bronze,Yes,Human-Computer Interaction,Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Human-Computer Interaction (Q2),Arts and Humanities; Computer Science; Psychology; Social Sciences,,Human-Computer Interaction,0.65,0.8966666666666668,ESA_Q2,ESAImp_Q1,45.0,37.0
45,,978493,computers and graphics,5.3,1.067,0.925,79.0,0.0,0.0,PQ1,JQ2,W,62.0,Bronze,Yes,Human-Computer Interaction,Engineering (miscellaneous) (Q1); Computer Graphics and Computer-Aided Design (Q2); Computer Vision and Pattern Recognition (Q2); Human-Computer Interaction (Q2); Signal Processing (Q2); Software (Q2),Computer Science; Engineering,,Human-Computer Interaction,0.61,0.8566666666666668,ESA_Q2,ESAImp_Q1,46.0,38.0
46,,22128689,international journal of child-computer interaction,7.1,2.037,1.033,33.0,0.0,0.0,PQ1,JQ2,X,36.0,Clay,Yes,Human-Computer Interaction,Education (Q1); Human-Computer Interaction (Q2),Computer Science; Social Sciences,,Human-Computer Interaction,0.5983333333333333,0.8450000000000001,ESA_Q2,ESAImp_Q2,47.0,40.0
47,1875-9521,18759521,entertainment computing,4.5,1.226,0.46,34.0,2.072,0.00054,PQ2,JQ3,X,38.0,Clay,Yes,Human-Computer Interaction,Computer Science Applications (Q3); Human-Computer Interaction (Q3); Software (Q3),Computer Science,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",Human-Computer Interaction,0.5933333333333334,0.48,ESA_Q2,ESAImp_Q2,48.0,68.0
48,,"22111662, 22111670","technology, knowledge and learning",5.6,1.771,1.138,32.0,0.0,0.0,PQ1,JQ1,X,36.0,Clay,Yes,Human-Computer Interaction,Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Education (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1); Mathematics (miscellaneous) (Q1); Theoretical Computer Science (Q1),Computer Science; Engineering; Mathematics; Social Sciences,,Human-Computer Interaction,0.555,1.2466666666666668,ESA_Q2,ESAImp_Q1,49.5,17.0
49,,"15313263, 10547460",presence: teleoperators and virtual environments,4.2,0.901,0.467,97.0,0.0,0.0,PQ2,JQ3,X,43.0,Clay,Yes,Human-Computer Interaction,Control and Systems Engineering (Q2); Computer Vision and Pattern Recognition (Q3); Human-Computer Interaction (Q3); Software (Q3),Computer Science; Engineering,,Human-Computer Interaction,0.555,0.6616666666666666,ESA_Q2,ESAImp_Q2,49.5,51.0
50,,"1533287X, 15332861",journal of internet commerce,6.7,1.331,0.934,36.0,0.0,0.0,PQ1,JQ2,X,35.0,Clay,Yes,Human-Computer Interaction,Human-Computer Interaction (Q2); Management of Technology and Innovation (Q2),"Business, Management and Accounting; Computer Science",,Human-Computer Interaction,0.5299999999999999,0.7766666666666667,ESA_Q2,ESAImp_Q2,51.0,41.0
51,1783-7677,"17837677, 17838738",journal on multimodal user interfaces,4.0,1.062,0.426,31.0,1.694,0.00059,PQ2,JQ3,X,38.0,Clay,Yes,Human-Computer Interaction,Human-Computer Interaction (Q3); Signal Processing (Q3),Computer Science,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Human-Computer Interaction,0.5249999999999999,0.4283333333333333,ESA_Q2,ESAImp_Q2,52.0,73.0
52,,"16877047, 16877055",international journal of computer games technology,6.3,2.597,0.625,22.0,0.0,0.0,PQ1,JQ2,X,32.0,Clay,Yes,Human-Computer Interaction,Computer Graphics and Computer-Aided Design (Q2); Human-Computer Interaction (Q2); Software (Q2),Computer Science,,Human-Computer Interaction,0.5199999999999999,0.7666666666666666,ESA_Q2,ESAImp_Q2,53.0,43.0
53,,25730142,proceedings of the acm on human-computer interaction,5.6,1.646,0.617,50.0,0.0,0.0,PQ1,JQ2,X,33.0,Clay,Yes,Human-Computer Interaction,Social Sciences (miscellaneous) (Q1); Computer Networks and Communications (Q2); Human-Computer Interaction (Q2),Computer Science; Social Sciences,,Human-Computer Interaction,0.5183333333333334,0.7650000000000001,ESA_Q2,ESAImp_Q2,54.0,44.0
54,,13960466,first monday,3.4,1.185,0.477,79.0,0.0,0.0,PQ2,JQ3,,,,,Human-Computer Interaction,Law (Q1); Computer Networks and Communications (Q2); Human-Computer Interaction (Q3),Computer Science; Social Sciences,,,0.5016666666666666,0.6083333333333333,ESA_Q2,ESAImp_Q2,55.0,56.0
55,2590-1184,"25901184, 26659182",journal of computer languages,3.8,1.328,0.625,12.0,1.778,0.00026,PQ2,JQ2,X,33.0,Clay,Yes,Human-Computer Interaction,Computer Networks and Communications (Q2); Human-Computer Interaction (Q2); Software (Q2),Computer Science,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",Human-Computer Interaction,0.4949999999999999,0.4049999999999999,ESA_Q2,ESAImp_Q3,56.0,77.0
56,,"25432656, 2468502X",visual informatics,5.2,1.602,1.082,19.0,0.0,0.0,PQ1,JQ1,X,32.0,Clay,Yes,Human-Computer Interaction,Computer Graphics and Computer-Aided Design (Q1); Human-Computer Interaction (Q1); Software (Q1),Computer Science,,Human-Computer Interaction,0.48,1.1716666666666666,ESA_Q2,ESAImp_Q1,57.0,22.0
57,,21974314,computational social networks,4.4,1.735,1.161,16.0,0.0,0.0,PQ1,JQ1,,,,,Human-Computer Interaction,Computer Science Applications (Q1); Human-Computer Interaction (Q1); Information Systems (Q1); Modeling and Simulation (Q1),Computer Science; Mathematics,,,0.475,1.1666666666666667,ESA_Q2,ESAImp_Q1,58.0,23.0
58,,"14355558, 14355566","cognition, technology and work",5.0,1.259,0.692,45.0,0.0,0.0,PQ1,JQ2,W,55.0,Honorable Mention,Yes,Human-Computer Interaction,Philosophy (Q1); Computer Science Applications (Q2); Human-Computer Interaction (Q2),Arts and Humanities; Computer Science,,Human-Computer Interaction,0.4716666666666667,0.7183333333333334,ESA_Q2,ESAImp_Q2,59.5,47.0
59,1572-0373,"15720381, 15720373",interaction studies,3.2,0.614,0.337,42.0,1.512,0.00047,PQ1,JQ3,X,32.0,Clay,Yes,Human-Computer Interaction,Linguistics and Language (Q1); Communication (Q2); Animal Science and Zoology (Q3); Human-Computer Interaction (Q3),Agricultural and Biological Sciences; Computer Science; Social Sciences,LINGUISTICS,Human-Computer Interaction,0.4716666666666667,0.385,ESA_Q2,ESAImp_Q3,59.5,82.0
60,0954-0091,"13600494, 09540091",connection science,3.5,1.178,0.641,45.0,0.0,0.00061,PQ3,JQ2,X,48.0,Honorable Mention,Yes,Human-Computer Interaction,Artificial Intelligence (Q2); Human-Computer Interaction (Q2); Software (Q2),Computer Science,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Human-Computer Interaction,0.465,0.5016666666666667,ESA_Q2,ESAImp_Q2,61.0,65.0
61,,"18695450, 18695469",social network analysis and mining,4.8,1.227,0.682,43.0,0.0,0.0,PQ1,JQ2,X,31.0,Clay,Yes,Human-Computer Interaction,Communication (Q1); Media Technology (Q1); Computer Science Applications (Q2); Human-Computer Interaction (Q2); Information Systems (Q2),Computer Science; Engineering; Social Sciences,,Human-Computer Interaction,0.455,0.7016666666666667,ESA_Q2,ESAImp_Q2,62.0,48.0
62,,25739522,acm transactions on human-robot interaction,5.0,2.003,0.716,16.0,0.0,0.0,PQ2,JQ2,X,30.0,Clay,Yes,Human-Computer Interaction,Artificial Intelligence (Q2); Human-Computer Interaction (Q2),Computer Science,,Human-Computer Interaction,0.44,0.5583333333333333,ESA_Q2,ESAImp_Q2,63.0,62.0
63,,"23789638, 2378962X",acm transactions on cyber-physical systems,5.5,0.996,0.979,21.0,0.0,0.0,PQ1,JQ2,X,29.0,Null,Yes,Human-Computer Interaction,Computer Networks and Communications (Q1); Control and Optimization (Q1); Artificial Intelligence (Q2); Hardware and Architecture (Q2); Human-Computer Interaction (Q2),Computer Science; Mathematics,,Human-Computer Interaction,0.435,0.6816666666666666,ESA_Q2,ESAImp_Q2,64.0,50.0
64,,"16875893, 16875907",advances in human-computer interaction,5.9,1.627,0.488,27.0,0.0,0.0,PQ2,JQ3,X,29.0,Null,Yes,Human-Computer Interaction,Human-Computer Interaction (Q3),Computer Science,,Human-Computer Interaction,0.4333333333333333,0.54,ESA_Q2,ESAImp_Q2,65.0,64.0
65,,26322153,machine learning: science and technology,4.2,1.088,1.087,22.0,0.0,0.0,PQ2,JQ1,W,61.0,Bronze,Yes,Human-Computer Interaction,Human-Computer Interaction (Q1); Software (Q1); Artificial Intelligence (Q2),Computer Science,,Human-Computer Interaction,0.4283333333333334,0.5766666666666668,ESA_Q2,ESAImp_Q2,66.0,61.0
